<<<<<<< HEAD
Ticker;Name;Sector;Asset Class;Location;Exchange
AGO;ASSURED GUARANTY LTD;Financials;Equity;United States;New York Stock Exchange Inc.
CCC;CCC INTELLIGENT SOLUTIONS HOLDINGS;Information Technology;Equity;United States;NASDAQ
ADT;ADT INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FOUR;SHIFT4 PAYMENTS INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
ADMA;ADMA BIOLOGICS INC;Health Care;Equity;United States;NASDAQ
WHR;WHIRLPOOL CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
PJT;PJT PARTNERS INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
DVA;DAVITA INC;Health Care;Equity;United States;New York Stock Exchange Inc.
FFIN;FIRST FINANCIAL BANKSHARES INC;Financials;Equity;United States;NASDAQ
SXT;SENSIENT TECHNOLOGIES CORP;Materials;Equity;United States;New York Stock Exchange Inc.
CUZ;COUSINS PROPERTIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
FLG;FLAGSTAR BANK NATIONAL ASSOCIATION;Financials;Equity;United States;New York Stock Exchange Inc.
MWA;MUELLER WATER PRODUCTS INC SERIES;Industrials;Equity;United States;New York Stock Exchange Inc.
QS;QUANTUMSCAPE CORP CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
KAI;KADANT INC;Industrials;Equity;United States;New York Stock Exchange Inc.
SIG;SIGNET JEWELERS LTD;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
MIRM;MIRUM PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
MDU;MDU RESOURCES GROUP INC;Utilities;Equity;United States;New York Stock Exchange Inc.
KRC;KILROY REALTY REIT CORP;Real Estate;Equity;United States;New York Stock Exchange Inc.
PSMT;PRICESMART INC;Consumer Staples;Equity;United States;NASDAQ
KNF;KNIFE RIVER CORP;Materials;Equity;United States;New York Stock Exchange Inc.
RUN;SUNRUN INC;Industrials;Equity;United States;NASDAQ
BFB;BROWN FORMAN CORP CLASS B;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
TPC;TUTOR PERINI CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
LTH;LIFE TIME GROUP HOLDINGS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
UCB;UNITED COMMUNITY BANKS INC;Financials;Equity;United States;New York Stock Exchange Inc.
NWE;NORTHWESTERN ENERGY GROUP INC;Utilities;Equity;United States;NASDAQ
PI;IMPINJ INC;Information Technology;Equity;United States;NASDAQ
AZZ;AZZ INC;Industrials;Equity;United States;New York Stock Exchange Inc.
KBH;KB HOME;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
NEU;NEWMARKET CORP;Materials;Equity;United States;New York Stock Exchange Inc.
LBRT;LIBERTY ENERGY INC CLASS A;Energy;Equity;United States;New York Stock Exchange Inc.
SHC;SOTERA HEALTH COMPANY;Health Care;Equity;United States;NASDAQ
MSM;MSC INDUSTRIAL INC CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
LCII;LCI INDUSTRIES;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
S;SENTINELONE INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
YETI;YETI HOLDINGS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
LLYVK;LIBERTY LIVE HOLDINGS INC;Consumer Discretionary;Equity;United States;NASDAQ
GLNG;GOLAR LNG LTD;Energy;Equity;Norway;NASDAQ
TEX;TEREX CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
MYRG;MYR GROUP INC;Industrials;Equity;United States;NASDAQ
LGND;LIGAND PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
PSN;PARSONS CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
CBT;CABOT CORP;Materials;Equity;United States;New York Stock Exchange Inc.
SIRI;SIRIUSXM HOLDINGS INC;Communication;Equity;United States;NASDAQ
IBOC;INTERNATIONAL BANCSHARES CORP;Financials;Equity;United States;NASDAQ
WSFS;WSFS FINANCIAL CORP;Financials;Equity;United States;NASDAQ
NVST;ENVISTA HOLDINGS CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
KGS;KODIAK GAS SERVICES INC;Energy;Equity;United States;New York Stock Exchange Inc.
AIR;AAR CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
PRM;PERIMETER SOLUTIONS INC;Materials;Equity;United States;New York Stock Exchange Inc.
CLSK;CLEANSPARK INC;Information Technology;Equity;United States;NASDAQ
CVLT;COMMVAULT SYSTEMS INC;Information Technology;Equity;United States;NASDAQ
QTWO;Q2 HOLDINGS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
MHO;M I HOMES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
WSC;WILLSCOT HOLDINGS CORP CLASS A;Industrials;Equity;United States;NASDAQ
WK;WORKIVA INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
DOCN;DIGITALOCEAN HOLDINGS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
MARA;MARA HOLDINGS INC;Information Technology;Equity;United States;NASDAQ
DAN;DANA INCORPORATED INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RUSHA;RUSH ENTERPRISES INC CLASS A;Industrials;Equity;United States;NASDAQ
GHC;GRAHAM HOLDINGS COMPANY CLASS B;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SRRK;SCHOLAR ROCK HOLDING CORP;Health Care;Equity;United States;NASDAQ
JHX;JAMES HARDIE INDUSTRIES PLC;Materials;Equity;Australia;New York Stock Exchange Inc.
REVG;REV GROUP INC;Industrials;Equity;United States;New York Stock Exchange Inc.
DLB;DOLBY LABORATORIES INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
FHB;FIRST HAWAIIAN INC;Financials;Equity;United States;NASDAQ
WHD;CACTUS INC CLASS A;Energy;Equity;United States;New York Stock Exchange Inc.
RNST;RENASANT CORP;Financials;Equity;United States;New York Stock Exchange Inc.
IRT;INDEPENDENCE REALTY INC TRUST;Real Estate;Equity;United States;New York Stock Exchange Inc.
NWS;NEWS CORP CLASS B;Communication;Equity;United States;NASDAQ
CALM;CAL MAINE FOODS INC;Consumer Staples;Equity;United States;NASDAQ
EXPO;EXPONENT INC;Industrials;Equity;United States;NASDAQ
KFY;KORN FERRY;Industrials;Equity;United States;New York Stock Exchange Inc.
BOX;BOX INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
OUT;OUTFRONT MEDIA INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
SKT;TANGER INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
VICR;VICOR CORP;Industrials;Equity;United States;NASDAQ
BKD;BROOKDALE SENIOR LIVING INC;Health Care;Equity;United States;New York Stock Exchange Inc.
BHF;BRIGHTHOUSE FINANCIAL INC;Financials;Equity;United States;NASDAQ
COLD;AMERICOLD REALTY INC TRUST;Real Estate;Equity;United States;New York Stock Exchange Inc.
UPST;UPSTART HOLDINGS INC;Financials;Equity;United States;NASDAQ
PII;POLARIS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
NG;NOVAGOLD RESOURCES INC;Materials;Equity;Canada;Nyse Mkt Llc
SLGN;SILGAN HOLDINGS INC;Materials;Equity;United States;New York Stock Exchange Inc.
LRN;STRIDE INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FBP;FIRST BANCORP;Financials;Equity;United States;New York Stock Exchange Inc.
BILL;BILL HOLDINGS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
OTTR;OTTER TAIL CORP;Utilities;Equity;United States;NASDAQ
RYN;RAYONIER REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
BXMT;BLACKSTONE MORTGAGE TRUST REIT CLA;Financials;Equity;United States;New York Stock Exchange Inc.
BKU;BANKUNITED INC;Financials;Equity;United States;New York Stock Exchange Inc.
VAL;VALARIS LTD;Energy;Equity;United States;New York Stock Exchange Inc.
VRNS;VARONIS SYSTEMS INC;Information Technology;Equity;United States;NASDAQ
NHI;NATIONAL HEALTH INVESTORS REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
ZETA;ZETA GLOBAL HOLDINGS CORP CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
DORM;DORMAN PRODUCTS INC;Consumer Discretionary;Equity;United States;NASDAQ
HP;HELMERICH & PAYNE INC;Energy;Equity;United States;New York Stock Exchange Inc.
ALHC;ALIGNMENT HEALTHCARE INC;Health Care;Equity;United States;NASDAQ
FUL;HB FULLER;Materials;Equity;United States;New York Stock Exchange Inc.
PVH;PVH CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
GFF;GRIFFON CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
GSAT;GLOBALSTAR VOTING INC;Communication;Equity;United States;NASDAQ
PCH;POTLATCHDELTIC CORP;Real Estate;Equity;United States;NASDAQ
HAE;HAEMONETICS CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
LQDA;LIQUIDIA CORP;Health Care;Equity;United States;NASDAQ
CDP;COPT DEFENSE PROPERTIES;Real Estate;Equity;United States;New York Stock Exchange Inc.
ICUI;ICU MEDICAL INC;Health Care;Equity;United States;NASDAQ
SOUN;SOUNDHOUND AI INC CLASS A;Information Technology;Equity;United States;NASDAQ
PLMR;PALOMAR HOLDINGS INC;Financials;Equity;United States;NASDAQ
LIVN;LIVANOVA PLC;Health Care;Equity;United States;NASDAQ
BRBR;BELLRING BRANDS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
CELC;CELCUITY INC;Health Care;Equity;United States;NASDAQ
KLIC;KULICKE AND SOFFA INDUSTRIES INC;Information Technology;Equity;United States;NASDAQ
AVA;AVISTA CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
ACAD;ACADIA PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
VIRT;VIRTU FINANCIAL INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
CBU;COMMUNITY FINANCIAL SYSTEM INC;Financials;Equity;United States;New York Stock Exchange Inc.
PHIN;PHINIA INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
BCC;BOISE CASCADE;Industrials;Equity;United States;New York Stock Exchange Inc.
SYNA;SYNAPTICS INC;Information Technology;Equity;United States;NASDAQ
SPSC;SPS COMMERCE INC;Information Technology;Equity;United States;NASDAQ
GRAL;GRAIL INC;Health Care;Equity;United States;NASDAQ
ACMR;ACM RESEARCH CLASS A INC;Information Technology;Equity;United States;NASDAQ
HNI;HNI CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
PBH;PRESTIGE CONSUMER HEALTHCARE INC;Health Care;Equity;United States;New York Stock Exchange Inc.
FULT;FULTON FINANCIAL CORP;Financials;Equity;United States;NASDAQ
TPH;TRI POINTE HOMES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
VRRM;VERRA MOBILITY CORP CLASS A;Industrials;Equity;United States;NASDAQ
UNF;UNIFIRST CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
HAYW;HAYWARD HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
BFH;BREAD FINANCIAL HOLDINGS INC;Financials;Equity;United States;New York Stock Exchange Inc.
NMIH;NMI HOLDINGS INC;Financials;Equity;United States;NASDAQ
OPLN;OPENLANE INC;Industrials;Equity;United States;New York Stock Exchange Inc.
TGNA;TEGNA INC;Communication;Equity;United States;New York Stock Exchange Inc.
FIBK;FIRST INTERSTATE BANCSYSTEM INC;Financials;Equity;United States;NASDAQ
BNL;BROADSTONE NET LEASE INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
GNW;GENWORTH FINANCIAL INC;Financials;Equity;United States;New York Stock Exchange Inc.
CGON;CG ONCOLOGY INC;Health Care;Equity;United States;NASDAQ
CATY;CATHAY GENERAL BANCORP;Financials;Equity;United States;NASDAQ
FRPT;FRESHPET INC;Consumer Staples;Equity;United States;NASDAQ
CRCL;CIRCLE INTERNET GROUP INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
RH;RH;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
TVTX;TRAVERE THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
MZTI;MARZETTI;Consumer Staples;Equity;United States;NASDAQ
CARG;CARGURUS INC CLASS A;Communication;Equity;United States;NASDAQ
WSBC;WESBANCO INC;Financials;Equity;United States;NASDAQ
SHOO;STEVEN MADDEN LTD;Consumer Discretionary;Equity;United States;NASDAQ
ASH;ASHLAND INC;Materials;Equity;United States;New York Stock Exchange Inc.
KTB;KONTOOR BRANDS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
XENE;XENON PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
HUBG;HUB GROUP INC CLASS A;Industrials;Equity;United States;NASDAQ
PAG;PENSKE AUTOMOTIVE GROUP VOTING INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SHAK;SHAKE SHACK INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SLG;SL GREEN REALTY REIT CORP;Real Estate;Equity;United States;New York Stock Exchange Inc.
CWEN;CLEARWAY ENERGY INC CLASS C;Utilities;Equity;United States;New York Stock Exchange Inc.
AVNT;AVIENT CORP;Materials;Equity;United States;New York Stock Exchange Inc.
VKTX;VIKING THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
ZG;ZILLOW GROUP INC CLASS A;Real Estate;Equity;United States;NASDAQ
ACLS;AXCELIS TECHNOLOGIES INC;Information Technology;Equity;United States;NASDAQ
TDW;TIDEWATER INC;Energy;Equity;United States;New York Stock Exchange Inc.
STNG;SCORPIO TANKERS INC;Energy;Equity;United States;New York Stock Exchange Inc.
WDFC;WD-40;Consumer Staples;Equity;United States;NASDAQ
DRS;LEONARDO DRS INC;Industrials;Equity;United States;NASDAQ
EEFT;EURONET WORLDWIDE INC;Financials;Equity;United States;NASDAQ
ABM;ABM INDUSTRIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
LOAR;LOAR HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
RRR;RED ROCK RESORTS ORS CLASS A INC;Consumer Discretionary;Equity;United States;NASDAQ
NATL;NCR ATLEOS CORP;Financials;Equity;United States;New York Stock Exchange Inc.
PTEN;PATTERSON UTI ENERGY INC;Energy;Equity;United States;NASDAQ
TERN;TERNS PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
CPRX;CATALYST PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
MPW;MEDICAL PROPERTIES TRUST REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
BOKF;BOK FINANCIAL CORP;Financials;Equity;United States;NASDAQ
BGC;BGC GROUP INC CLASS A;Financials;Equity;United States;NASDAQ
ARQT;ARCUTIS BIOTHERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
IPGP;IPG PHOTONICS CORP;Information Technology;Equity;United States;NASDAQ
TBBK;BANCORP INC;Financials;Equity;United States;NASDAQ
PFS;PROVIDENT FINANCIAL SERVICES INC;Financials;Equity;United States;New York Stock Exchange Inc.
OSCR;OSCAR HEALTH INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
ITGR;INTEGER HOLDINGS CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
JOE;ST JOE;Real Estate;Equity;United States;New York Stock Exchange Inc.
TOWN;TOWNEBANK;Financials;Equity;United States;NASDAQ
HURN;HURON CONSULTING GROUP INC;Industrials;Equity;United States;NASDAQ
HWKN;HAWKINS INC;Materials;Equity;United States;NASDAQ
ADPT;ADAPTIVE BIOTECHNOLOGIES CORP;Health Care;Equity;United States;NASDAQ
BOH;BANK OF HAWAII CORP;Financials;Equity;United States;New York Stock Exchange Inc.
WAY;WAYSTAR HOLDING CORP;Health Care;Equity;United States;NASDAQ
VCYT;VERACYTE INC;Health Care;Equity;United States;NASDAQ
KMT;KENNAMETAL INC;Industrials;Equity;United States;New York Stock Exchange Inc.
IAC;IAC INC;Communication;Equity;United States;NASDAQ
APGE;APOGEE THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
SBCF;SEACOAST BANKING OF FLORIDA;Financials;Equity;United States;NASDAQ
RHI;ROBERT HALF;Industrials;Equity;United States;New York Stock Exchange Inc.
CHH;CHOICE HOTELS INTERNATIONAL INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
AMBA;AMBARELLA INC;Information Technology;Equity;United States;NASDAQ
SDRL;SEADRILL LTD;Energy;Equity;United States;New York Stock Exchange Inc.
VCTR;VICTORY CAPITAL HOLDINGS CLASS A I;Financials;Equity;United States;NASDAQ
SFNC;SIMMONS FIRST NATIONAL CORP CLASS;Financials;Equity;United States;NASDAQ
PPTA;PERPETUA RESOURCES CORP;Materials;Equity;United States;NASDAQ
SXI;STANDEX INTERNATIONAL CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
TDC;TERADATA CORP;Information Technology;Equity;United States;New York Stock Exchange Inc.
XMTR;XOMETRY INC CLASS A;Industrials;Equity;United States;NASDAQ
OII;OCEANEERING INTERNATIONAL INC;Energy;Equity;United States;New York Stock Exchange Inc.
AAP;ADVANCE AUTO PARTS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
DNOW;DNOW INC;Industrials;Equity;United States;New York Stock Exchange Inc.
GPOR;GULFPORT ENERGY CORP;Energy;Equity;United States;New York Stock Exchange Inc.
CENX;CENTURY ALUMINUM;Materials;Equity;United States;NASDAQ
MGEE;MGE ENERGY INC;Utilities;Equity;United States;NASDAQ
OLN;OLIN CORP;Materials;Equity;United States;New York Stock Exchange Inc.
APLE;APPLE HOSPITALITY REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
CPK;CHESAPEAKE UTILITIES CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
ACLX;ARCELLX INC;Health Care;Equity;United States;NASDAQ
AWR;AMERICAN STATES WATER;Utilities;Equity;United States;New York Stock Exchange Inc.
WLK;WESTLAKE CORP;Materials;Equity;United States;New York Stock Exchange Inc.
NMRK;NEWMARK GROUP INC CLASS A;Real Estate;Equity;United States;NASDAQ
POWI;POWER INTEGRATIONS INC;Information Technology;Equity;United States;NASDAQ
PBF;PBF ENERGY INC CLASS A;Energy;Equity;United States;New York Stock Exchange Inc.
LXP;LXP INDUSTRIAL TRUST;Real Estate;Equity;United States;New York Stock Exchange Inc.
NTB;BANK OF NT BUTTERFIELD & SON LTD;Financials;Equity;United States;New York Stock Exchange Inc.
CIVI;CIVITAS RESOURCES INC;Energy;Equity;United States;New York Stock Exchange Inc.
DIOD;DIODES INC;Information Technology;Equity;United States;NASDAQ
HGV;HILTON GRAND VACATIONS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
GT;GOODYEAR TIRE & RUBBER;Consumer Discretionary;Equity;United States;NASDAQ
GLOB;GLOBANT SA;Information Technology;Equity;United States;New York Stock Exchange Inc.
YOU;CLEAR SECURE INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
AAOI;APPLIED OPTOELECTRONICS INC;Information Technology;Equity;United States;NASDAQ
IDYA;IDEAYA BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
BEAM;BEAM THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
TRMK;TRUSTMARK CORP;Financials;Equity;United States;NASDAQ
MTRN;MATERION CORP;Materials;Equity;United States;New York Stock Exchange Inc.
CSTM;CONSTELLIUM SE CLASS A;Materials;Equity;United States;New York Stock Exchange Inc.
MSGE;MADISON SQUARE GARDEN ENTERTAINMEN;Communication;Equity;United States;New York Stock Exchange Inc.
HIW;HIGHWOODS PROPERTIES REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
SMG;SCOTTS MIRACLE GRO;Materials;Equity;United States;New York Stock Exchange Inc.
ATKR;ATKORE INC;Industrials;Equity;United States;New York Stock Exchange Inc.
CPRI;CAPRI HOLDINGS LTD;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FBNC;FIRST BANCORP;Financials;Equity;United States;NASDAQ
ERAS;ERASCA INC;Health Care;Equity;United States;NASDAQ
DNLI;DENALI THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
FFBC;FIRST FINANCIAL BANCORP;Financials;Equity;United States;NASDAQ
HE;HAWAIIAN ELECTRIC INDUSTRIES INC;Utilities;Equity;United States;New York Stock Exchange Inc.
BL;BLACKLINE INC;Information Technology;Equity;United States;NASDAQ
WRBY;WARBY PARKER INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
DXC;DXC TECHNOLOGY;Information Technology;Equity;United States;New York Stock Exchange Inc.
CWT;CALIFORNIA WATER SERVICE GROUP;Utilities;Equity;United States;New York Stock Exchange Inc.
MGRC;MCGRATH RENT;Industrials;Equity;United States;NASDAQ
GOLF;ACUSHNET HOLDINGS CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CNK;CINEMARK HOLDINGS INC;Communication;Equity;United States;New York Stock Exchange Inc.
CAKE;CHEESECAKE FACTORY INC;Consumer Discretionary;Equity;United States;NASDAQ
CALX;CALIX NETWORKS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
PLUG;PLUG POWER INC;Industrials;Equity;United States;NASDAQ
GTM;ZOOMINFO TECHNOLOGIES INC;Communication;Equity;United States;NASDAQ
AMRX;AMNEAL PHARMACEUTICALS INC CLASS A;Health Care;Equity;United States;NASDAQ
CVBF;CVB FINANCIAL CORP;Financials;Equity;United States;NASDAQ
TENB;TENABLE HOLDINGS INC;Information Technology;Equity;United States;NASDAQ
FCPT;FOUR CORNERS PROPERTY INC TRUST;Real Estate;Equity;United States;New York Stock Exchange Inc.
BANC;BANC OF CALIFORNIA INC;Financials;Equity;United States;New York Stock Exchange Inc.
PRVA;PRIVIA HEALTH GROUP INC;Health Care;Equity;United States;NASDAQ
OI;O I GLASS INC;Materials;Equity;United States;New York Stock Exchange Inc.
AMR;ALPHA METALLURGICAL RESOURCE INC;Materials;Equity;United States;New York Stock Exchange Inc.
SPHR;SPHERE ENTERTAINMENT CLASS A;Communication;Equity;United States;New York Stock Exchange Inc.
CHEF;CHEFS WAREHOUSE INC;Consumer Staples;Equity;United States;NASDAQ
WT;WISDOMTREE INC;Financials;Equity;United States;New York Stock Exchange Inc.
VERA;VERA THERAPEUTICS INC CLASS A;Health Care;Equity;United States;NASDAQ
SYRE;SPYRE THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
BANF;BANCFIRST CORP;Financials;Equity;United States;NASDAQ
VSH;VISHAY INTERTECHNOLOGY INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
APAM;ARTISAN PARTNERS ASSET MANAGEMENT;Financials;Equity;United States;New York Stock Exchange Inc.
PK;PARK HOTELS RESORTS INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
PRDO;PERDOCEO EDUCATION CORP;Consumer Discretionary;Equity;United States;NASDAQ
DBRG;DIGITALBRIDGE GROUP INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
VC;VISTEON CORP;Consumer Discretionary;Equity;United States;NASDAQ
HHH;HOWARD HUGHES HOLDINGS INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
XRAY;DENTSPLY SIRONA INC;Health Care;Equity;United States;NASDAQ
CWK;CUSHMAN AND WAKEFIELD LTD;Real Estate;Equity;United States;New York Stock Exchange Inc.
COCO;THE VITA COCO COMPANY INC;Consumer Staples;Equity;United States;NASDAQ
SUPN;SUPERNUS PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
PLUS;EPLUS;Information Technology;Equity;United States;NASDAQ
CXT;CRANE NXT;Information Technology;Equity;United States;New York Stock Exchange Inc.
KMPR;KEMPER CORP;Financials;Equity;United States;New York Stock Exchange Inc.
KN;KNOWLES CORP;Information Technology;Equity;United States;New York Stock Exchange Inc.
NGVT;INGEVITY CORP;Materials;Equity;United States;New York Stock Exchange Inc.
TARS;TARSUS PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
UPWK;UPWORK INC;Industrials;Equity;United States;NASDAQ
VRDN;VIRIDIAN THERAPEUTICS ORS INC;Health Care;Equity;United States;NASDAQ
EPAC;ENERPAC TOOL GROUP CORP CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
INSW;INTERNATIONAL SEAWAYS INC;Energy;Equity;United States;New York Stock Exchange Inc.
WAFD;WAFD INC;Financials;Equity;United States;NASDAQ
SMR;NUSCALE POWER CORP CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
WU;WESTERN UNION;Financials;Equity;United States;New York Stock Exchange Inc.
BBAI;BIGBEAR.AI HOLDINGS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
PAGS;PAGSEGURO DIGITAL LTD CLASS A;Financials;Equity;Brazil;New York Stock Exchange Inc.
DX;DYNEX CAPITAL REIT INC;Financials;Equity;United States;New York Stock Exchange Inc.
RXO;RXO INC;Industrials;Equity;United States;New York Stock Exchange Inc.
TXG;10X GENOMICS INC CLASS A;Health Care;Equity;United States;NASDAQ
TWST;TWIST BIOSCIENCE CORP;Health Care;Equity;United States;NASDAQ
CSGS;CSG SYSTEMS INTERNATIONAL INC;Industrials;Equity;United States;NASDAQ
HOG;HARLEY DAVIDSON INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RNG;RINGCENTRAL INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
AKR;ACADIA REALTY TRUST REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
MCY;MERCURY GENERAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
ANDE;ANDERSONS INC;Consumer Staples;Equity;United States;NASDAQ
GTX;GARRETT MOTION INC;Consumer Discretionary;Equity;United States;NASDAQ
WD;WALKER & DUNLOP INC;Financials;Equity;United States;New York Stock Exchange Inc.
NCNO;NCINO INC;Information Technology;Equity;United States;NASDAQ
RARE;ULTRAGENYX PHARMACEUTICAL INC;Health Care;Equity;United States;NASDAQ
APLS;APELLIS PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
BANR;BANNER CORP;Financials;Equity;United States;NASDAQ
NOG;NORTHERN OIL AND GAS INC;Energy;Equity;United States;New York Stock Exchange Inc.
LUNR;INTUITIVE MACHINES INC CLASS A;Industrials;Equity;United States;NASDAQ
NSIT;INSIGHT ENTERPRISES INC;Information Technology;Equity;United States;NASDAQ
SEI;SOLARIS OILFIELD INFRASTRUCTURE IN;Energy;Equity;United States;New York Stock Exchange Inc.
INSP;INSPIRE MEDICAL SYSTEMS INC;Health Care;Equity;United States;New York Stock Exchange Inc.
HI;HILLENBRAND INC;Industrials;Equity;United States;New York Stock Exchange Inc.
FBK;FB FINANCIAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
BLKB;BLACKBAUD INC;Information Technology;Equity;United States;NASDAQ
SM;SM ENERGY;Energy;Equity;United States;New York Stock Exchange Inc.
ASGN;ASGN INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
ALRM;ALARM.COM HOLDINGS INC;Information Technology;Equity;United States;NASDAQ
UI;UBIQUITI INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
UE;URBAN EDGE PROPERTIES;Real Estate;Equity;United States;New York Stock Exchange Inc.
IRDM;IRIDIUM COMMUNICATIONS INC;Communication;Equity;United States;NASDAQ
LINE;LINEAGE INC;Real Estate;Equity;United States;NASDAQ
CON;CONCENTRA GROUP HOLDINGS PARENT IN;Health Care;Equity;United States;New York Stock Exchange Inc.
CECO;CECO ENVIRONMENTAL CORP;Industrials;Equity;United States;NASDAQ
